#header_line ,1: ,"mpirun -np 2 --mca pml ob1 --report-bindings --map-by socket --mca btl tcp,self ./IMB-MPI1 PingPong -msglog 28 ",,,,,,
#header_line ,2: ,tnode007,tnode007,,,,,
#header_line ,3: ,15.3,3442.65,,,,,
#header:,#bytes,#repetitions,t[usec],Mbytes/sec,t (computed),Mbytes/sec (computed ),t (estimated),Mbytes/sec (estimated )
,262144,160,123.12,2129.19,,,,
,524288,80,196.67,2665.88,,,,
,1048576,40,328.1,3195.91,,,,
,2097152,20,623.54,3363.32,,,,
,4194304,10,1232.74,3402.43,,,,
,8388608,5,2458,3412.77,,,,
,16777216,2,5040.54,3328.46,,,,
,33554432,1,10320.03,3251.39,,,,
,67108864,1,20244.05,3314.99,,,,
,134217728,1,40418.54,3320.7,,,,
,268435456,1,80691.02,3326.71,,,,
,0,1000,7.91,0,,,,
,1,1000,7.92,0.13,,,,
,2,1000,7.97,0.25,,,,
,4,1000,7.96,0.5,,,,
,8,1000,7.98,1,,,,
,16,1000,7.92,2.02,,,,
,32,1000,7.98,4.01,,,,
,64,1000,8,8,,,,
,128,1000,8.4,15.24,,,,
,256,1000,8.39,30.51,,,,
,512,1000,8.43,60.76,,,,
,1024,1000,9.39,109.1,,,,
,2048,1000,8.88,230.57,,,,
,4096,1000,10.58,387.01,,,,
,8192,1000,11.48,713.79,,,,
,16384,1000,15.26,1073.71,,,,
,32768,1000,25.4,1289.91,,,,
,65536,640,56.92,1151.29,,,,
,131072,320,80.7,1624.11,,,,
,262144,160,122.63,2137.7,,,,
,524288,80,196.34,2670.29,,,,
,1048576,40,328.92,3187.92,,,,
,2097152,20,625.67,3351.83,,,,
,4194304,10,1238.18,3387.47,,,,
,8388608,5,2450.8,3422.81,,,,
,16777216,2,5065.8,3311.86,,,,
,33554432,1,10333.93,3247.02,,,,
,67108864,1,20460.35,3279.95,,,,
,134217728,1,40623.07,3303.98,,,,
,268435456,1,80958.58,3315.71,,,,
,0,1000,8.08,0,,,,
,1,1000,8.15,0.12,,,,
,2,1000,8.14,0.25,,,,
,4,1000,8.13,0.49,,,,
,8,1000,8.15,0.98,,,,
,16,1000,8.17,1.96,,,,
,32,1000,8.15,3.93,,,,
,64,1000,8.13,7.88,,,,
,128,1000,8.65,14.79,,,,
,256,1000,8.69,29.45,,,,
,512,1000,8.74,58.57,,,,
,1024,1000,9.71,105.45,,,,
,2048,1000,9.19,222.94,,,,
,4096,1000,10.94,374.3,,,,
,8192,1000,11.74,697.74,,,,
,16384,1000,15.69,1044.03,,,,
,32768,1000,26.3,1246.13,,,,
,65536,640,56.74,1154.97,,,,
,131072,320,80.52,1627.73,,,,
,262144,160,122.81,2134.54,,,,
,524288,80,196.16,2672.73,,,,
,1048576,40,327.56,3201.22,,,,
,2097152,20,623.95,3361.07,,,,
,4194304,10,1238.25,3387.29,,,,
,8388608,5,2453.29,3419.34,,,,
,16777216,2,5066.78,3311.22,,,,
,33554432,1,10319.72,3251.49,,,,
,67108864,1,20294.21,3306.8,,,,
,134217728,1,41060.06,3268.81,,,,
,268435456,1,79892.62,3359.95,,,,
