#header_line ,1: ,"mpirun -np 2 --mca pml ob1 --report-bindings --map-by core --mca btl tcp,self ./IMB-MPI1 PingPong -msglog 28",,,,,,
#header_line ,2: ,tnode007,tnode007,,,,,
#header_line ,3: ,9.29,7130.89,,,,,
#header:,#bytes,#repetitions,t[usec],Mbytes/sec,t (computed),Mbytes/sec (computed ),t (estimated),Mbytes/sec (estimated )
,8192,1000,7.08,1157.14,,,,
,16384,1000,9.25,1771.67,,,,
,32768,1000,14.9,2199.15,,,,
,65536,640,29.19,2244.79,,,,
,131072,320,41.3,3173.29,,,,
,262144,160,59.3,4420.29,,,,
,524288,80,92.37,5675.7,,,,
,1048576,40,157.16,6672.21,,,,
,2097152,20,298.39,7028.19,,,,
,4194304,10,588.5,7127.14,,,,
,8388608,5,1514.56,5538.66,,,,
,16777216,2,3257.67,5150.07,,,,
,33554432,1,6391.18,5250.12,,,,
,67108864,1,12979.88,5170.22,,,,
,134217728,1,25915.52,5179.05,,,,
,268435456,1,51654.68,5196.73,,,,
,0,1000,5.41,0,,,,
,1,1000,5.5,0.18,,,,
,2,1000,5.51,0.36,,,,
,4,1000,5.52,0.73,,,,
,8,1000,5.51,1.45,,,,
,16,1000,5.52,2.9,,,,
,32,1000,5.51,5.81,,,,
,64,1000,5.52,11.6,,,,
,128,1000,5.62,22.8,,,,
,256,1000,5.65,45.3,,,,
,512,1000,5.7,89.78,,,,
,1024,1000,6.3,162.51,,,,
,2048,1000,6.18,331.47,,,,
,4096,1000,7.07,579.05,,,,
,8192,1000,7.51,1091.22,,,,
,16384,1000,9.68,1693.11,,,,
,32768,1000,15.6,2099.86,,,,
,65536,640,30.43,2153.93,,,,
,131072,320,43.57,3008.34,,,,
,262144,160,61.68,4249.96,,,,
,524288,80,95.49,5490.48,,,,
,1048576,40,161.78,6481.38,,,,
,2097152,20,297.77,7042.75,,,,
,4194304,10,585.93,7158.41,,,,
,8388608,5,1466.6,5719.77,,,,
,16777216,2,3166.95,5297.6,,,,
,33554432,1,6496.47,5165.02,,,,
,67108864,1,12690.83,5287.98,,,,
,134217728,1,25279.74,5309.3,,,,
,268435456,1,51620.2,5200.2,,,,
,0,1000,5.4,0,,,,
,1,1000,5.47,0.18,,,,
,2,1000,5.51,0.36,,,,
,4,1000,5.46,0.73,,,,
,8,1000,5.49,1.46,,,,
,16,1000,5.47,2.92,,,,
,32,1000,5.5,5.81,,,,
,64,1000,5.48,11.67,,,,
,128,1000,5.59,22.9,,,,
,256,1000,5.62,45.53,,,,
,512,1000,5.7,89.85,,,,
,1024,1000,6.33,161.89,,,,
,2048,1000,6.12,334.65,,,,
,4096,1000,7.15,573.11,,,,
,8192,1000,7.54,1086.93,,,,
,16384,1000,9.66,1696.39,,,,
,32768,1000,15.82,2071.76,,,,
,65536,640,30.4,2155.63,,,,
,131072,320,43.5,3013.41,,,,
,262144,160,61.31,4275.42,,,,
,524288,80,95.27,5503.33,,,,
,1048576,40,161.13,6507.59,,,,
,2097152,20,305.75,6858.97,,,,
,4194304,10,589.9,7110.18,,,,
,8388608,5,1468.51,5712.34,,,,
,16777216,2,3155.14,5317.42,,,,
,33554432,1,6355.12,5279.9,,,,
,67108864,1,12695.61,5285.99,,,,
,134217728,1,25247.12,5316.16,,,,
,268435456,1,50125.64,5355.25,,,,
,0,1000,5.42,0,,,,
,1,1000,5.49,0.18,,,,
,2,1000,5.48,0.37,,,,
,4,1000,5.48,0.73,,,,
,8,1000,5.48,1.46,,,,
,16,1000,5.49,2.91,,,,
,32,1000,5.5,5.82,,,,
,64,1000,5.51,11.61,,,,
,128,1000,5.61,22.82,,,,
,256,1000,5.65,45.31,,,,
,512,1000,5.68,90.09,,,,
,1024,1000,6.29,162.86,,,,
,2048,1000,6.12,334.38,,,,
,4096,1000,7.04,581.53,,,,
,8192,1000,7.52,1088.71,,,,
,16384,1000,9.78,1674.7,,,,
,32768,1000,15.77,2077.92,,,,
,65536,640,30.66,2137.3,,,,
,131072,320,43.84,2989.79,,,,
,262144,160,61.7,4248.56,,,,
,524288,80,94.84,5528.38,,,,
,1048576,40,161.91,6476.41,,,,
,2097152,20,304.86,6878.99,,,,
,4194304,10,590.11,7107.64,,,,
,8388608,5,1462.02,5737.67,,,,
,16777216,2,3161.28,5307.1,,,,
,33554432,1,6347.03,5286.64,,,,
,67108864,1,12699.74,5284.27,,,,
,134217728,1,25279.66,5309.32,,,,
,268435456,1,50244.61,5342.57,,,,
,0,1000,5.33,0,,,,
,1,1000,5.43,0.18,,,,
,2,1000,5.45,0.37,,,,
,4,1000,5.43,0.74,,,,
,8,1000,5.46,1.46,,,,
,16,1000,5.5,2.91,,,,
,32,1000,5.45,5.87,,,,
,64,1000,5.46,11.73,,,,
,128,1000,5.54,23.11,,,,
,256,1000,5.6,45.74,,,,
,512,1000,5.62,91.09,,,,
,1024,1000,6.24,164.09,,,,
,2048,1000,6.02,340.23,,,,
,4096,1000,7.01,584.47,,,,
,8192,1000,7.34,1115.49,,,,
,16384,1000,9.58,1710.02,,,,
,32768,1000,15.48,2116.79,,,,
,65536,640,30.26,2165.9,,,,
,131072,320,43.16,3036.94,,,,
,262144,160,61.74,4245.92,,,,
,524288,80,95.69,5478.8,,,,
,1048576,40,161.4,6496.7,,,,
,2097152,20,305.16,6872.27,,,,
,4194304,10,590.05,7108.4,,,,
,8388608,5,1455.48,5763.48,,,,
,16777216,2,3148.11,5329.3,,,,
,33554432,1,6376.6,5262.12,,,,
,67108864,1,13009.49,5158.45,,,,
,134217728,1,25941.52,5173.86,,,,
,268435456,1,51652.41,5196.96,,,,
,0,1000,5.32,0,,,,
,1,1000,5.41,0.18,,,,
,2,1000,5.42,0.37,,,,
,4,1000,5.41,0.74,,,,
,8,1000,5.45,1.47,,,,
,16,1000,5.4,2.96,,,,
,32,1000,5.41,5.91,,,,
,64,1000,5.42,11.81,,,,
,128,1000,5.49,23.33,,,,
,256,1000,5.57,45.95,,,,
,512,1000,5.58,91.73,,,,
,1024,1000,6.28,163.03,,,,
,2048,1000,6.08,336.86,,,,
,4096,1000,7.06,579.94,,,,
,8192,1000,7.52,1089.58,,,,
,16384,1000,9.78,1675.76,,,,
,32768,1000,15.8,2074.25,,,,
,65536,640,30.29,2163.8,,,,
,131072,320,43.05,3044.44,,,,
,262144,160,60.83,4309.53,,,,
,524288,80,94.46,5550.56,,,,
,1048576,40,161.01,6512.6,,,,
,2097152,20,303.97,6899.29,,,,
,4194304,10,591.95,7085.54,,,,
,8388608,5,1467.16,5717.57,,,,
,16777216,2,3150.32,5325.57,,,,
,33554432,1,6355.33,5279.73,,,,
,67108864,1,12681.2,5292,,,,
,134217728,1,25279.15,5309.42,,,,
,268435456,1,50183.85,5349.04,,,,
